movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
The Way Way Back ,7.4,2013,Steve Carell,PG-13,103,Nat Faxon,21501098,Comedy|Drama,5000000,1.85
Our Idiot Brother ,6.4,2011,Zooey Deschanel,R,90,Jesse Peretz,24809547,Comedy|Drama,5000000,1.85
The Players Club ,5.6,1998,Bernie Mac,R,104,Ice Cube,23031390,Comedy|Drama,4500000,1.85
Diner ,7.2,1982,Steve Guttenberg,R,110,Barry Levinson,14100000,Comedy|Drama,5000000,1.85
Sunshine Cleaning ,6.9,2008,Clifton Collins Jr.,R,91,Christine Jeffs,12055108,Comedy|Drama,8000000,2.35
Saved! ,6.9,2004,Macaulay Culkin,PG-13,92,Brian Dannelly,8786715,Comedy|Drama,5000000,1.85
UHF ,7,1989,Fran Drescher,PG-13,150,Jay Levey,6157157,Comedy|Drama,5000000,1.85
Slums of Beverly Hills ,6.6,1998,Natasha Lyonne,R,91,Tamara Jenkins,5480318,Comedy|Drama,5000000,1.85
Bottle Shock ,6.8,2008,Alan Rickman,PG-13,110,Randall Miller,4040588,Comedy|Drama,5000000,2.35
Everything Must Go ,6.4,2010,Will Ferrell,R,97,Dan Rush,2711210,Comedy|Drama,5000000,2.35
Should've Been Romeo ,6.7,2012,Michael Rapaport,,,Marc Bennett,,Comedy|Drama,5000000,
Soul Kitchen ,7.3,2009,Udo Kier,,99,Fatih Akin,274385,Comedy|Drama,4000000,1.85
Tristram Shandy: A Cock and Bull Story ,6.8,2005,Steve Coogan,R,94,Michael Winterbottom,1247453,Comedy|Drama,2800000,2.35
Driving Lessons ,6.8,2006,Rupert Grint,PG-13,98,Jeremy Brock,238774,Comedy|Drama,,1.85
Treading Water ,6.2,2013,Zoë Kravitz,,92,Analeine Cal y Mayor,,Comedy|Drama,4700000,
Fast Times at Ridgemont High ,7.2,1982,Jennifer Jason Leigh,X,90,Amy Heckerling,,Comedy|Drama,4500000,1.85
Life During Wartime ,6.5,2009,Rich Pecci,R,98,Todd Solondz,278821,Comedy|Drama,,1.85
Paa ,7.2,2009,Vidya Balan,,133,R. Balki,199228,Comedy|Drama,150000000,2.35
Love and Death on Long Island ,7.1,1997,Jason Priestley,PG-13,93,Richard Kwietniowski,2542264,Comedy|Drama,,1.85
The Kids Are All Right ,7.1,2010,Josh Hutcherson,R,106,Lisa Cholodenko,20803237,Comedy|Drama,3500000,1.85
Thumbsucker ,6.6,2005,Kelli Garner,R,96,Mike Mills,1325073,Comedy|Drama,4000000,2.35
Mondays in the Sun ,7.7,2002,Luis Tosar,R,113,Fernando León de Aranoa,146402,Comedy|Drama,4000000,1.85
Another Happy Day ,6,2011,George Kennedy,R,119,Sam Levinson,,Comedy|Drama,4000000,2.35
The History Boys ,6.9,2006,Dominic Cooper,R,109,Nicholas Hytner,2706659,Comedy|Drama,2000000,1.85
Friday ,7.3,1995,Nia Long,R,97,F. Gary Gray,27900000,Comedy|Drama,3500000,1.85
Winter Passing ,6.4,2005,Zooey Deschanel,R,98,Adam Rapp,101228,Comedy|Drama,3500000,1.85
Choke ,6.5,2008,Anjelica Huston,R,92,Clark Gregg,2926565,Comedy|Drama,3000000,1.66
Real Women Have Curves ,7,2002,America Ferrera,PG-13,90,Patricia Cardoso,5844929,Comedy|Drama,3000000,1.85
East Is East ,6.9,1999,Archie Panjabi,R,96,Damien O'Donnell,4170647,Comedy|Drama,1900000,1.85
Please Give ,6.6,2010,Oliver Platt,R,90,Nicole Holofcener,4033268,Comedy|Drama,,2.35
Happiness ,7.8,1998,Philip Seymour Hoffman,,134,Todd Solondz,3000000,Comedy|Drama,3000000,1.85
Just Looking ,6.7,1999,Gretchen Mol,R,97,Jason Alexander,39852,Comedy|Drama,3000000,1.85
Pocketful of Miracles ,7.3,1961,Ann-Margret,Approved,136,Frank Capra,,Comedy|Drama,2900000,2.35
The Dress ,7,1996,Rijk de Gooyer,,95,Alex van Warmerdam,,Comedy|Drama,2650000,1.85
Elling ,7.6,2001,Jørgen Langhelle,R,89,Petter Næss,313436,Comedy|Drama,15500000,1.85
Smoke Signals ,7.2,1998,Michael Greyeyes,PG-13,89,Chris Eyre,6719300,Comedy|Drama,2000000,1.85
Me and You and Everyone We Know ,7.4,2005,Najarra Townsend,R,91,Miranda July,3885134,Comedy|Drama,2000000,1.85
Clockwatchers ,6.4,1997,Alanna Ubach,PG-13,96,Jill Sprecher,444354,Comedy|Drama,,
House of D ,7,2004,Robin Williams,PG-13,96,David Duchovny,371081,Comedy|Drama,6000000,1.85
Saint John of Las Vegas ,5.8,2009,Peter Dinklage,R,85,Hue Rhodes,100669,Comedy|Drama,3800000,2.35
Wings             ,7.3,,Steven Weber,,30,,,Comedy|Drama,,1.33
All Is Bright ,5.6,2013,Sally Hawkins,R,107,Phil Morrison,4556,Comedy|Drama,,
Straight A's ,5.7,2013,Jon Mack,R,91,James Cox,,Comedy|Drama,2000000,
Dysfunctional Friends ,5.4,2012,Christian Keyes,Not Rated,111,Corey Grant,,Comedy|Drama,1800000,1.85
Foolish ,4.3,1999,Eddie Griffin,R,84,Dave Meyers,6026908,Comedy|Drama,2000000,
Mr. Smith Goes to Washington ,8.2,1939,Claude Rains,Not Rated,120,Frank Capra,,Comedy|Drama,1500000,1.37
The Squid and the Whale ,7.4,2005,William Baldwin,R,88,Noah Baumbach,7362100,Comedy|Drama,1500000,1.85
"A Woman, a Gun and a Noodle Shop ",5.7,2009,Honglei Sun,R,95,Yimou Zhang,190666,Comedy|Drama,,2.35
The Salon ,4.3,2005,Vivica A. Fox,PG-13,90,Mark Brown,92362,Comedy|Drama,1500000,1.85
Once Upon a Time in Queens ,6.3,2013,Chazz Palminteri,R,98,Dave Rodriguez,,Comedy|Drama,1500000,1.89
Closer to the Moon ,7.1,2014,Monica Barladeanu,Not Rated,112,Nae Caranfil,,Comedy|Drama,5000000,2.35
Trees Lounge ,7.2,1996,Steve Buscemi,R,95,Steve Buscemi,695229,Comedy|Drama,1300000,1.85
The Amazing Catfish ,7,2013,Ximena Ayala,,89,Claudia Sainte-Luce,11278,Comedy|Drama,1300000,
But I'm a Cheerleader ,6.6,1999,Natasha Lyonne,R,85,Jamie Babbit,2199853,Comedy|Drama,1200000,1.85
The Second Mother ,7.9,2015,Alex Huszar,R,112,Anna Muylaert,375723,Comedy|Drama,4000000,2.35
Blue Like Jazz ,6,2012,Jason Marsden,PG-13,108,Steve Taylor,594904,Comedy|Drama,1200000,1.85
The Knife of Don Juan ,7.2,2013,Nataniel Sánchez,,110,Tom Sanchez,3830,Comedy|Drama,1200000,
Rocket Singh: Salesman of the Year ,7.5,2009,Ranbir Kapoor,,150,Shimit Amin,,Comedy|Drama,,
The Skeleton Twins ,6.8,2014,Ty Burrell,R,93,Craig Johnson,5283379,Comedy|Drama,,2.35
Obvious Child ,6.8,2014,Gaby Hoffmann,R,84,Gillian Robespierre,3122616,Comedy|Drama,,2.35
Two Girls and a Guy ,5.6,1997,Robert Downey Jr.,R,84,James Toback,1950218,Comedy|Drama,1000000,1.85
Dream with the Fishes ,7,1997,David Arquette,R,97,Finn Taylor,464655,Comedy|Drama,1000000,1.85
Lisa Picard Is Famous ,5.7,2000,Mira Sorvino,PG-13,90,Griffin Dunne,112521,Comedy|Drama,,
The Last Big Thing ,6.9,1996,Yul Vazquez,R,98,Dan Zukovic,22434,Comedy|Drama,,1.85
Sparkler ,5.6,1997,Frances Bay,R,90,Darren Stein,5494,Comedy|Drama,,
The Jimmy Show ,5.4,2001,Lynn Cohen,R,96,Frank Whaley,703,Comedy|Drama,1500000,1.85
Hits ,5.8,2014,Jason Ritter,,96,David Cross,,Comedy|Drama,1000000,1.78
Welcome to the Dollhouse ,7.5,1995,Heather Matarazzo,R,88,Todd Solondz,4771000,Comedy|Drama,800000,1.85
Walter ,5.3,2015,Leven Rambin,,94,Anna Mastro,,Comedy|Drama,700000,
Irreplaceable ,7.2,2016,François Cluzet,,102,Thomas Lilti,,Comedy|Drama,,
The Station Agent ,7.7,2003,Peter Dinklage,R,89,Tom McCarthy,5739376,Comedy|Drama,500000,1.85
Lonesome Jim ,6.6,2005,Kevin Corrigan,R,91,Steve Buscemi,154077,Comedy|Drama,500000,1.85
Crossroads ,3.3,2002,Britney Spears,PG-13,93,Tamra Davis,37188667,Comedy|Drama,12000000,1.85
Tumbleweeds ,6.7,1999,Kimberly J. Brown,PG-13,102,Gavin O'Connor,1281176,Comedy|Drama,312000,1.85
Pieces of April ,7.1,2003,Oliver Platt,PG-13,80,Peter Hedges,2360184,Comedy|Drama,300000,1.85
Chuck & Buck ,6.6,2000,Lupe Ontiveros,R,96,Miguel Arteta,1050600,Comedy|Drama,250000,1.85
The Motel ,6.8,2005,Samantha Futerman,,75,Michael Kang,47111,Comedy|Drama,,1.85
The Stewardesses ,4,1969,Christina Hart,X,93,Al Silliman Jr.,,Comedy|Drama,100000,1.37
Swingers ,7.4,1996,Jon Favreau,R,96,Doug Liman,4505922,Comedy|Drama,200000,1.85
Shooting the Warwicks ,6.2,2015,Marri Savinar,,95,Adam Rifkin,,Comedy|Drama,250000,
Your Sister's Sister ,6.7,2011,Mark Duplass,R,90,Lynn Shelton,1573712,Comedy|Drama,125000,
The Mighty ,7.3,1998,Kieran Culkin,PG-13,100,Peter Chelsom,2643689,Comedy|Drama,,1.85
Happy Christmas ,5.6,2014,Anna Kendrick,R,82,Joe Swanberg,30084,Comedy|Drama,70000,1.85
The Naked Ape ,4.7,2006,Corbin Bernsen,,,Daniel Mellitz,,Comedy|Drama,,
Funny Ha Ha ,6.4,2002,Andrew Bujalski,,85,Andrew Bujalski,,Comedy|Drama,,1.37
In the Company of Men ,7.3,1997,Stacy Edwards,R,97,Neil LaBute,2856622,Comedy|Drama,25000,1.85
Slacker ,7.1,1991,Tommy Pallotta,R,100,Richard Linklater,1227508,Comedy|Drama,23000,1.37
Newlyweds ,6.4,2011,Kerry Bishé,Not Rated,95,Edward Burns,4584,Comedy|Drama,9000,
Signed Sealed Delivered ,7.7,2013,Eric Mabius,,87,Scott Smith,,Comedy|Drama,,
Marley & Me ,7.1,2008,Eric Dane,PG,115,David Frankel,143151473,Comedy|Drama|Family,60000000,2.35
We Bought a Zoo ,7.1,2011,Scarlett Johansson,PG,124,Cameron Crowe,75621915,Comedy|Drama|Family,,1.85
Babe ,6.8,1995,Miriam Margolyes,G,91,Chris Noonan,66600000,Comedy|Drama|Family,30000000,1.85
Secondhand Lions ,7.6,2003,Haley Joel Osment,PG,111,Tim McCanlies,41407470,Comedy|Drama|Family,30000000,1.85
Martian Child ,6.8,2007,Oliver Platt,PG,106,Menno Meyjes,7486906,Comedy|Drama|Family,27000000,1.85
Simon Birch ,6.9,1998,Oliver Platt,PG,114,Mark Steven Johnson,18252684,Comedy|Drama|Family,30000000,1.85
3 Men and a Baby ,5.9,1987,Tom Selleck,PG,102,Leonard Nimoy,167780960,Comedy|Drama|Family,11000000,1.85
Because of Winn-Dixie ,6.4,2005,Cicely Tyson,PG,106,Wayne Wang,32645546,Comedy|Drama|Family,14000000,1.85
Harriet the Spy ,5.9,1996,Gregory Smith,PG,100,Bronwen Hughes,26539321,Comedy|Drama|Family,13000000,1.85
Driving Miss Daisy ,7.4,1989,Morgan Freeman,PG,99,Bruce Beresford,106593296,Comedy|Drama|Family,7500000,1.85
Losin' It ,4.8,1983,Tom Cruise,R,100,Curtis Hanson,,Comedy|Drama|Family,7000000,
Eye of the Dolphin ,5.7,2006,Katharine Ross,PG-13,100,Michael D. Sellers,71904,Comedy|Drama|Family,2500000,1.85
"Dancer, Texas Pop. 81 ",6.8,1998,Ethan Embry,PG,97,Tim McCanlies,565592,Comedy|Drama|Family,,1.85
Modern Times ,8.6,1936,Paulette Goddard,G,87,Charles Chaplin,163245,Comedy|Drama|Family,1500000,1.37
Growing Up Smith ,8.2,2015,Brighton Sharbino,PG-13,102,Frank Lotito,,Comedy|Drama|Family,2000000,1.85
Imagine That ,5.6,2009,Stephen Root,PG,107,Karey Kirkpatrick,16088610,Comedy|Drama|Family|Fantasy,55000000,2.35
The Odd Life of Timothy Green ,6.6,2012,Jennifer Garner,PG,105,Peter Hedges,51853450,Comedy|Drama|Family|Fantasy,25000000,1.85
The Santa Clause ,6.4,1994,Judge Reinhold,PG,97,John Pasquin,144833357,Comedy|Drama|Family|Fantasy,22000000,1.85
The Muppet Christmas Carol ,7.7,1992,Steven Mackintosh,G,89,Brian Henson,27281507,Comedy|Drama|Family|Fantasy|Musical,12000000,1.85
17 Again ,6.4,2009,Matthew Perry,PG-13,102,Burr Steers,64149837,Comedy|Drama|Family|Fantasy|Romance,20000000,2.35
Big ,7.3,1988,Tom Hanks,PG,130,Penny Marshall,114968774,Comedy|Drama|Family|Fantasy|Romance,18000000,1.85
Good Boy! ,5.1,2003,Liam Aiken,PG,87,John Hoffman,37566230,Comedy|Drama|Family|Fantasy|Sci-Fi,17000000,1.85
Hairspray ,6.7,2007,Jerry Stiller,PG,117,Adam Shankman,118823091,Comedy|Drama|Family|Music|Musical|Romance,75000000,2.35
High School Musical 3: Senior Year ,4.5,2008,Lucas Grabeel,G,112,Kenny Ortega,90556401,Comedy|Drama|Family|Music|Musical|Romance,11000000,1.85
High School Musical 2 ,4.8,2007,Lucas Grabeel,TV-G,111,Kenny Ortega,,Comedy|Drama|Family|Music|Musical|Romance,7000000,1.78
High School Musical ,5.2,2006,Lucas Grabeel,TV-G,98,Kenny Ortega,,Comedy|Drama|Family|Music|Musical|Romance,4200000,1.33
Hannah Montana: The Movie ,4.2,2009,Emily Osment,G,102,Peter Chelsom,79566871,Comedy|Drama|Family|Music|Romance,30000000,1.85
Bandslam ,6.4,2009,Scott Porter,PG,111,Todd Graff,5205343,Comedy|Drama|Family|Music|Romance,20000000,2.35
Annie ,5.2,2014,Quvenzhané Wallis,PG,118,Will Gluck,85911262,Comedy|Drama|Family|Musical,65000000,2.39
The Sisterhood of the Traveling Pants 2 ,6.2,2008,America Ferrera,PG-13,119,Sanaa Hamri,44087387,Comedy|Drama|Family|Romance,,1.85
Mrs. Doubtfire ,6.9,1993,Robin Williams,PG-13,125,Chris Columbus,219200000,Comedy|Drama|Family|Romance,25000000,2.35
The Sisterhood of the Traveling Pants ,6.6,2005,Mike Vogel,PG,119,Ken Kwapis,39008741,Comedy|Drama|Family|Romance,25000000,2.35
What a Girl Wants ,5.8,2003,Colin Firth,PG,105,Dennie Gordon,35990505,Comedy|Drama|Family|Romance,20000000,2.35
My Girl ,6.8,1991,Macaulay Culkin,PG-13,102,Howard Zieff,59847242,Comedy|Drama|Family|Romance,16500000,1.85
Christmas Mail ,5.8,2010,Ashley Scott,TV-PG,89,John Murlowski,,Comedy|Drama|Family|Romance,2500000,
The Bad News Bears ,7.3,1976,Tatum O'Neal,PG,102,Michael Ritchie,,Comedy|Drama|Family|Sport,,1.85
Ice Princess ,6,2005,Connie Ray,G,98,Tim Fywell,24381334,Comedy|Drama|Family|Sport,,1.85
The Perfect Game ,7,2009,Clifton Collins Jr.,PG,118,William Dear,1089445,Comedy|Drama|Family|Sport,12500000,2.35
The Mighty Ducks ,6.4,1992,Lane Smith,PG,100,Stephen Herek,50752337,Comedy|Drama|Family|Sport,10000000,1.85
Air Bud ,5.1,1997,Kevin Zegers,PG,98,Charles Martin Smith,24629916,Comedy|Drama|Family|Sport,3000000,1.85
Scrooged ,7,1988,Bill Murray,PG-13,101,Richard Donner,60328558,Comedy|Drama|Fantasy,32000000,1.85
The Fisher King ,7.6,1991,Jeff Bridges,R,137,Terry Gilliam,41895491,Comedy|Drama|Fantasy,24000000,1.85
Being John Malkovich ,7.8,1999,Willie Garson,R,112,Spike Jonze,22858926,Comedy|Drama|Fantasy,13000000,1.85
Dead Like Me: Life After Death ,6.1,2009,Henry Ian Cusick,R,87,Stephen Herek,,Comedy|Drama|Fantasy,5000000,1.78
Trollhunter ,7,2010,Otto Jespersen,PG-13,103,André Øvredal,252652,Comedy|Drama|Fantasy|Horror,19900000,1.85
The Good Night ,5.9,2007,Stephen Graham,R,93,Jake Paltrow,20380,Comedy|Drama|Fantasy|Music|Romance,15000000,1.85
Click ,6.4,2006,Adam Sandler,PG-13,107,Frank Coraci,137340146,Comedy|Drama|Fantasy|Romance,70000000,1.85
The Family Man ,6.7,2000,Nicolas Cage,PG-13,125,Brett Ratner,75764085,Comedy|Drama|Fantasy|Romance,60000000,2.35
Practical Magic ,6.1,1998,Goran Visnjic,PG-13,104,Griffin Dunne,46611204,Comedy|Drama|Fantasy|Romance,48000000,2.35
Shallow Hal ,5.9,2001,Jason Alexander,PG-13,114,Bobby Farrelly,70836296,Comedy|Drama|Fantasy|Romance,40000000,1.85
Stranger Than Fiction ,7.6,2006,Will Ferrell,PG-13,113,Marc Forster,40137776,Comedy|Drama|Fantasy|Romance,38000000,1.85
Ghost Town ,6.7,2008,Aasif Mandvi,PG-13,102,David Koepp,13214030,Comedy|Drama|Fantasy|Romance,20000000,1.85
The Tempest ,5.4,2010,Djimon Hounsou,PG-13,110,Julie Taymor,263365,Comedy|Drama|Fantasy|Romance,20000000,2.35
Peggy Sue Got Married ,6.3,1986,Nicolas Cage,PG-13,103,Francis Ford Coppola,41382841,Comedy|Drama|Fantasy|Romance,18000000,1.85
Sliding Doors ,6.8,1998,Jeanne Tripplehorn,R,99,Peter Howitt,11883495,Comedy|Drama|Fantasy|Romance,9000000,1.85
Simply Irresistible ,5.3,1999,Sarah Michelle Gellar,PG-13,96,Mark Tarlov,4394936,Comedy|Drama|Fantasy|Romance,6000000,2.35
Wristcutters: A Love Story ,7.4,2006,Leslie Bibb,R,88,Goran Dukic,104077,Comedy|Drama|Fantasy|Romance,1000000,1.78
She Done Him Wrong ,6.5,1933,Mae West,Approved,66,Lowell Sherman,,Comedy|Drama|History|Musical|Romance,200000,1.37
Rang De Basanti ,8.4,2006,Anupam Kher,Not Rated,157,Rakeysh Omprakash Mehra,2197331,Comedy|Drama|History|Romance,,2.35
Tusk ,5.4,2014,Johnny Depp,R,102,Kevin Smith,1821983,Comedy|Drama|Horror,3000000,2.35
It's a Wonderful Afterlife ,5.4,2010,Sendhil Ramamurthy,PG-13,100,Gurinder Chadha,,Comedy|Drama|Horror|Romance,10000000,2.35
Baghead ,6,2008,Greta Gerwig,R,84,Jay Duplass,140016,Comedy|Drama|Horror|Romance,,1.85
The Host ,7,2006,Doona Bae,R,110,Joon-ho Bong,2201412,Comedy|Drama|Horror|Sci-Fi,12215500000,1.85
Fido ,6.8,2006,Alexia Fast,R,93,Andrew Currie,298110,Comedy|Drama|Horror|Sci-Fi,8000000,2.35
BrainDead             ,7.9,,Danny Pino,,44,,,Comedy|Drama|Horror|Sci-Fi|Thriller,,16
Pirate Radio ,7.4,2009,Philip Seymour Hoffman,R,135,Richard Curtis,7994115,Comedy|Drama|Music,,2.35
Soul Men ,6.5,2008,Bernie Mac,R,100,Malcolm D. Lee,12081447,Comedy|Drama|Music,,2.35
Taking Woodstock ,6.7,2009,Imelda Staunton,R,120,Ang Lee,7443007,Comedy|Drama|Music,30000000,1.85
Duets ,6,2000,Lochlyn Munro,R,112,Bruce Paltrow,4734235,Comedy|Drama|Music,15000000,1.85
Magic Mike XXL ,5.7,2015,Matt Bomer,R,115,Gregory Jacobs,66009973,Comedy|Drama|Music,14800000,2.35
La Famille Bélier ,7.4,2014,Karin Viard,,106,Eric Lartigau,,Comedy|Drama|Music,11000000,1.85
A Prairie Home Companion ,6.8,2006,Meryl Streep,PG-13,105,Robert Altman,20338609,Comedy|Drama|Music,10000000,2.35
Danny Collins ,7.1,2015,Al Pacino,R,106,Dan Fogelman,5348317,Comedy|Drama|Music,10000000,
Bamboozled ,6.5,2000,Gillian White,R,135,Spike Lee,2185266,Comedy|Drama|Music,10000000,1.85
Masked and Anonymous ,5.5,2003,Jeff Bridges,PG-13,112,Larry Charles,533344,Comedy|Drama|Music,,1.85
Rudderless ,7.5,2014,Billy Crudup,R,105,William H. Macy,37440,Comedy|Drama|Music,5000000,
The Full Monty ,7.2,1997,Tom Wilkinson,R,91,Peter Cattaneo,45857453,Comedy|Drama|Music,3500000,1.85
Krush Groove ,6.6,1985,Blair Underwood,R,97,Michael Schultz,,Comedy|Drama|Music,3000000,
That Thing You Do! ,6.9,1996,Tom Hanks,PG,149,Tom Hanks,25809813,Comedy|Drama|Music,26000000,1.37
Beyond the Valley of the Dolls ,6.2,1970,Charles Napier,X,109,Russ Meyer,9000000,Comedy|Drama|Music,900000,2.35
The Full Monty ,7.2,1997,Tom Wilkinson,R,91,Peter Cattaneo,45857453,Comedy|Drama|Music,3500000,1.85
American Graffiti ,7.5,1973,Harrison Ford,PG,112,George Lucas,115000000,Comedy|Drama|Music,777000,2.35
Theresa Is a Mother ,6.7,2012,Elaine Bromka,,105,C. Fraser Press,,Comedy|Drama|Music,200000,
All That Jazz ,7.8,1979,Roy Scheider,R,123,Bob Fosse,,Comedy|Drama|Music|Musical,,1.85
Hedwig and the Angry Inch ,7.8,2001,John Cameron Mitchell,R,95,John Cameron Mitchell,3029081,Comedy|Drama|Music|Musical,6000000,1.85
Sweet Charity ,7,1969,Sammy Davis Jr.,G,154,Bob Fosse,,Comedy|Drama|Music|Musical|Romance,20000000,2.35
Coyote Ugly ,5.6,2000,Adam Garcia,PG-13,107,David McNally,60786269,Comedy|Drama|Music|Romance,45000000,2.35
Drumline ,5.7,2002,Leonard Roberts,PG-13,118,Charles Stone III,56398162,Comedy|Drama|Music|Romance,20000000,2.35
High Fidelity ,7.6,2000,Drake Bell,R,113,Stephen Frears,27277055,Comedy|Drama|Music|Romance,20000000,1.85
Nick and Norah's Infinite Playlist ,6.7,2008,Ari Graynor,PG-13,90,Peter Sollett,31487293,Comedy|Drama|Music|Romance,9000000,1.85
Roll Bounce ,6,2005,Jurnee Smollett-Bell,PG-13,112,Malcolm D. Lee,17378977,Comedy|Drama|Music|Romance,,2.35
Brown Sugar ,6.5,2002,Boris Kodjoe,PG-13,109,Rick Famuyiwa,27362712,Comedy|Drama|Music|Romance,8000000,1.85
Little Voice ,7,1998,Jim Broadbent,R,97,Mark Herman,4595000,Comedy|Drama|Music|Romance,,1.85
House Party 2 ,5.1,1991,William Schallert,R,94,George Jackson,19281235,Comedy|Drama|Music|Romance,5000000,1.85
As It Is in Heaven ,7.6,2004,Michael Nyqvist,,133,Kay Pollak,9910,Comedy|Drama|Music|Romance,25000000,1.85
Mrs Henderson Presents ,7.1,2005,Bob Hoskins,R,103,Stephen Frears,11034436,Comedy|Drama|Music|War,20000000,1.85
Bran Nue Dae ,6.3,2009,Deborah Mailman,PG-13,88,Rachel Perkins,110029,Comedy|Drama|Musical,6500000,2.35
School Daze ,5.8,1988,Tisha Campbell-Martin,R,121,Spike Lee,14545844,Comedy|Drama|Musical,6500000,1.85
Rock of Ages ,5.9,2012,James Martin Kelly,PG-13,136,Adam Shankman,38509342,Comedy|Drama|Musical|Romance,75000000,2.35
Fame ,5,2009,Kelsey Grammer,PG,123,Kevin Tancharoen,22452209,Comedy|Drama|Musical|Romance,18000000,2.35
Yeh Jawaani Hai Deewani ,6.9,2013,Ranbir Kapoor,Not Rated,160,Ayan Mukerji,3827466,Comedy|Drama|Musical|Romance,,
Bride & Prejudice ,6.2,2004,Indira Varma,PG-13,122,Gurinder Chadha,6601079,Comedy|Drama|Musical|Romance,7000000,2.35
The Last Five Years ,5.9,2014,Anna Kendrick,PG-13,94,Richard LaGravenese,137945,Comedy|Drama|Musical|Romance,,2.35
Darling Lili ,6.2,1970,Rock Hudson,G,143,Blake Edwards,5000000,Comedy|Drama|Musical|Romance|War,25000000,2.35
Paint Your Wagon ,6.7,1969,Clint Eastwood,PG-13,158,Joshua Logan,,Comedy|Drama|Musical|Romance|Western,20000000,2.35
Sharkskin ,6.7,2015,Travis Myers,,100,Dan Perri,,Comedy|Drama|Mystery|Romance|Thriller,2100000,2.39
Bon voyage ,6.9,2003,Isabelle Adjani,PG-13,114,Jean-Paul Rappeneau,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,20000000,2.35
"Gone, Baby, Gone             ",6.6,,Nicole 'Snooki' Polizzi,TV-14,43,,,Comedy|Drama|Reality-TV|Romance,,1.33
How Do You Know ,5.3,2010,Shelley Conn,PG-13,121,James L. Brooks,30212620,Comedy|Drama|Romance,120000000,1.85
Sex and the City 2 ,4.3,2010,Chris Noth,R,146,Michael Patrick King,95328937,Comedy|Drama|Romance,100000000,1.85
It's Complicated ,6.6,2009,Meryl Streep,R,120,Nancy Meyers,112703470,Comedy|Drama|Romance,85000000,1.85
Something's Gotta Give ,6.7,2003,Keanu Reeves,PG-13,128,Nancy Meyers,124590960,Comedy|Drama|Romance,80000000,1.85
Four Christmases ,5.6,2008,Jon Favreau,PG-13,88,Seth Gordon,120136047,Comedy|Drama|Romance,80000000,1.85
Spanglish ,6.5,2004,Adam Sandler,PG-13,131,James L. Brooks,42044321,Comedy|Drama|Romance,80000000,1.85
You've Got Mail ,6.5,1998,Tom Hanks,PG,119,Nora Ephron,115731542,Comedy|Drama|Romance,65000000,1.85
The American President ,6.8,1995,Shawna Waldron,PG-13,114,Rob Reiner,65000000,Comedy|Drama|Romance,62000000,2.35
Did You Hear About the Morgans? ,4.7,2009,Michael Kelly,PG-13,103,Marc Lawrence,29580087,Comedy|Drama|Romance,58000000,2.35
Maid in Manhattan ,5.1,2002,Bob Hoskins,PG-13,105,Wayne Wang,93815117,Comedy|Drama|Romance,55000000,2.35
Elizabethtown ,6.4,2005,Orlando Bloom,PG-13,123,Cameron Crowe,26838389,Comedy|Drama|Romance,57000000,1.85
The Break-Up ,5.8,2006,Jon Favreau,PG-13,106,Peyton Reed,118683135,Comedy|Drama|Romance,52000000,1.85
As Good as It Gets ,7.7,1997,Lupe Ontiveros,PG-13,139,James L. Brooks,147637474,Comedy|Drama|Romance,50000000,1.85
"Crazy, Stupid, Love. ",7.4,2011,Ryan Gosling,PG-13,118,Glenn Ficarra,84244877,Comedy|Drama|Romance,50000000,2.39
Bridget Jones: The Edge of Reason ,5.9,2004,Colin Firth,R,108,Beeban Kidron,40203020,Comedy|Drama|Romance,40000000,2.35
Raising Helen ,6,2004,Amber Valletta,PG-13,119,Garry Marshall,37486138,Comedy|Drama|Romance,50000000,1.85
The Story of Us ,5.9,1999,Bruce Willis,R,95,Rob Reiner,27067160,Comedy|Drama|Romance,50000000,1.85
Love Actually ,7.7,2003,Colin Firth,R,129,Richard Curtis,59365105,Comedy|Drama|Romance,45000000,2.35
Notting Hill ,7,1999,Julia Roberts,PG-13,124,Roger Michell,116006080,Comedy|Drama|Romance,42000000,2.35
